date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:45:42	2493/2493	---MC-	200	added ('OK')	application/json	date:Sat,%2004%20Mar%202017%2011:45:41%20GMT	http://www.sureassert.com/uc/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.sureassert.com%2Fuc%2Fguide%2F2-the-sureassert-uc-engine-for-eclipse%2F2-4-debugging-exemplars-and-junits-with-sureassert-uc%2F	C:/Users/Nathan/Downloads/Sureassert%20UC/www.sureassert.com/uc/wp-json/oembed/1.0/embed53cf.json	(from http://www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-4-debugging-exemplars-and-junits-with-sureassert-uc/)
03:45:42	829/829	---MC-	200	added ('OK')	application/rss+xml	etag:%22b40c5f9ef8d7b061a56a7984bb56d5b0%22	http://www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-4-debugging-exemplars-and-junits-with-sureassert-uc/feed/	C:/Users/Nathan/Downloads/Sureassert%20UC/www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-4-debugging-exemplars-and-junits-with-sureassert-uc/feed/index.html	(from http://www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-4-debugging-exemplars-and-junits-with-sureassert-uc/)
03:45:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Mar%202017%2011:45:42%20GMT	http://www.sureassert.com/uc/?p=354	C:/Users/Nathan/Downloads/Sureassert%20UC/www.sureassert.com/uc/indexca25.html	(from http://www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-4-debugging-exemplars-and-junits-with-sureassert-uc/)
03:45:42	2582/2582	---M-Z	200	added ('OK')	text/xml	date:Sat,%2004%20Mar%202017%2011:45:42%20GMT	http://www.sureassert.com/uc/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.sureassert.com%2Fuc%2Fguide%2F2-the-sureassert-uc-engine-for-eclipse%2F2-4-debugging-exemplars-and-junits-with-sureassert-uc%2F&format=xml	C:/Users/Nathan/Downloads/Sureassert%20UC/www.sureassert.com/uc/wp-json/oembed/1.0/embed9bc1	(from http://www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-4-debugging-exemplars-and-junits-with-sureassert-uc/)
03:45:43	2525/2525	---MC-	200	added ('OK')	application/json	date:Sat,%2004%20Mar%202017%2011:45:42%20GMT	http://www.sureassert.com/uc/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.sureassert.com%2Fuc%2Fguide%2F2-the-sureassert-uc-engine-for-eclipse%2F2-5-testing-deadlocks-and-stopping-the-uc-engine%2F	C:/Users/Nathan/Downloads/Sureassert%20UC/www.sureassert.com/uc/wp-json/oembed/1.0/embed28ad.json	(from http://www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-5-testing-deadlocks-and-stopping-the-uc-engine/)
03:45:43	838/838	---MC-	200	added ('OK')	application/rss+xml	etag:%22b40c5f9ef8d7b061a56a7984bb56d5b0%22	http://www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-5-testing-deadlocks-and-stopping-the-uc-engine/feed/	C:/Users/Nathan/Downloads/Sureassert%20UC/www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-5-testing-deadlocks-and-stopping-the-uc-engine/feed/index.html	(from http://www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-5-testing-deadlocks-and-stopping-the-uc-engine/)
03:45:43	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2004%20Mar%202017%2011:45:43%20GMT	http://www.sureassert.com/uc/?p=356	C:/Users/Nathan/Downloads/Sureassert%20UC/www.sureassert.com/uc/index57e7.html	(from http://www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-5-testing-deadlocks-and-stopping-the-uc-engine/)
03:45:43	2614/2614	---M-Z	200	added ('OK')	text/xml	date:Sat,%2004%20Mar%202017%2011:45:43%20GMT	http://www.sureassert.com/uc/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.sureassert.com%2Fuc%2Fguide%2F2-the-sureassert-uc-engine-for-eclipse%2F2-5-testing-deadlocks-and-stopping-the-uc-engine%2F&format=xml	C:/Users/Nathan/Downloads/Sureassert%20UC/www.sureassert.com/uc/wp-json/oembed/1.0/embedabaf	(from http://www.sureassert.com/uc/guide/2-the-sureassert-uc-engine-for-eclipse/2-5-testing-deadlocks-and-stopping-the-uc-engine/)
03:45:44	2260/2260	---MC-	200	added ('OK')	application/json	date:Sat,%2004%20Mar%202017%2011:45:43%20GMT	http://www.sureassert.com/uc/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fwww.sureassert.com%2Fuc%2Fguide%2F3-exemplars%2F	C:/Users/Nathan/Downloads/Sureassert%20UC/www.sureassert.com/uc/wp-json/oembed/1.0/embed034b.json	(from http://www.sureassert.com/uc/guide/3-exemplars/)
03:45:44	725/725	---MC-	200	added ('OK')	application/rss+xml	etag:%22b40c5f9ef8d7b061a56a7984bb56d5b0%22	http://www.sureassert.com/uc/guide/3-exemplars/feed/	C:/Users/Nathan/Downloads/Sureassert%20UC/www.sureassert.com/uc/guide/3-exemplars/feed/index.html	(from http://www.sureassert.com/uc/guide/3-exemplars/)
